id year    education  sex nativeBorn    vocabulary age agegroup
19780595    1978    HS  Male    Yes 6   48  4
19780596    1978    HS  Female  Yes 5   33  3
19780597    1978    <HS Female  Yes 4   62  6
19780598    1978    <HS Female  Yes 7   77  6
19780599    1978    Bach    Female  Yes 9   34  3
19780600    1978    <HS Female  Yes 4   63  6
19780602    1978    HS  Female  Yes 5   77  6
19780603    1978    <HS Male    Yes 1   58  5
19780604    1978    HS  Female  Yes 5   72  6
19780605    1978    HS  Female  Yes 0   73  6
19780608    1978    <HS Female  Yes 0   29  2
19780609    1978    HS  Male    Yes 4   27  2
19780610    1978    <HS Male    Yes 3   20  2
19780612    1978    HS  Female  Yes 10  25  2
19780613    1978    HS  Female  Yes 6   69  6
19780614    1978    Bach    Male    Yes 8   30  3
19780615    1978    HS  Male    Yes 6   49  4
19780617    1978    <HS Male    Yes 1   57  5
19780618    1978    HS  Female  Yes 9   79  6
19780619    1978    <HS Female  Yes 9   51  5
19780620    1978    <HS Female  Yes 5   68  6
19780621    1978    <HS Female  Yes 8   77  6
19780622    1978    HS  Female  Yes 7   62  6
19780623    1978    JC  Male    Yes 6   43  4
19780624    1978    <HS Male    Yes 7   54  5
19780625    1978    <HS Female  Yes 9   75  6
19780626    1978    JC  Female  Yes 7   81  6
19780627    1978    HS  Male    No  10  74  6
19780628    1978    <HS Female  Yes 7   72  6
19780629    1978    <HS Female  Yes 8   73  6
19780630    1978    HS  Female  Yes 10  42  4
19780631    1978    Bach    Female  Yes 6   73  6
19780632    1978    HS  Male    Yes 6   55  5
19780634    1978    Grad    Female  Yes 9   64  6
19780635    1978    <HS Male    Yes 4   49  4
19780636    1978    HS  Male    Yes 4   70  6
19780637    1978    HS  Female  Yes 9   23  2
19780638    1978    HS  Female  Yes 6   25  2
19780639    1978    <HS Female  Yes 10  76  6
19780641    1978    HS  Female  Yes 9   67  6
19780642    1978    HS  Female  Yes 6   27  2
19780643    1978    <HS Female  Yes 6   33  3
19780644    1978    <HS Female  Yes 3   48  4
19780645    1978    Grad    Male    Yes 10  42  4
19780646    1978    <HS Female  Yes 3   34  3
19780647    1978    HS  Male    Yes 7   43  4
19780648    1978    Bach    Male    Yes 10  24  2
19780649    1978    HS  Male    Yes 5   21  2
19780650    1978    HS  Male    Yes 7   28  2
19780651    1978    HS  Male    Yes 10  46  4
19780652    1978    <HS Male    Yes 2   71  6
19780653    1978    <HS Female  Yes 5   56  5
19780654    1978    HS  Male    Yes 4   51  5
19780655    1978    HS  Male    Yes 5   26  2
19780656    1978    <HS Female  Yes 7   56  5
19780657    1978    HS  Female  Yes 7   56  5
19780658    1978    HS  Male    Yes 5   39  3
19780659    1978    <HS Female  Yes 2   54  5
19780660    1978    HS  Female  Yes 3   55  5
19780661    1978    HS  Male    Yes 2   24  2
19780662    1978    <HS Female  Yes 3   47  4
19780663    1978    <HS Female  Yes 6   39  3
19780664    1978    HS  Female  Yes 5   25  2
19780665    1978    HS  Male    Yes 5   33  3
19780667    1978    HS  Male    Yes 3   60  6
19780668    1978    HS  Female  Yes 4   37  3
19780669    1978    HS  Female  Yes 7   24  2
19780670    1978    <HS Male    Yes 2   75  6
19780671    1978    HS  Male    Yes 5   23  2
19780672    1978    <HS Male    Yes 5   45  4
19780673    1978    <HS Male    Yes 6   68  6
19780674    1978    HS  Female  Yes 6   40  4
19780675    1978    Bach    Male    Yes 3   30  3
19780676    1978    <HS Female  Yes 1   66  6
19780677    1978    HS  Female  Yes 7   54  5
19780678    1978    HS  Female  Yes 7   19  2
19780679    1978    <HS Male    Yes 6   77  6
19780680    1978    HS  Male    Yes 5   25  2
19780681    1978    <HS Female  Yes 3   75  6
19780682    1978    HS  Male    Yes 5   34  3
19780683    1978    HS  Male    Yes 5   51  5
19780684    1978    Bach    Female  Yes 8   80  6
19780685    1978    <HS Male    Yes 4   70  6
19780686    1978    HS  Female  Yes 5   79  6
19780687    1978    <HS Male    Yes 5   81  6
19780688    1978    <HS Female  Yes 5   64  6
19780689    1978    HS  Male    Yes 5   35  3
19780690    1978    <HS Female  Yes 5   79  6
19780691    1978    HS  Female  Yes 5   27  2
19780692    1978    HS  Male    Yes 5   27  2
19780693    1978    HS  Male    Yes 5   32  3
19780694    1978    <HS Female  Yes 6   78  6
19780695    1978    <HS Male    Yes 6   50  5
19780696    1978    Bach    Male    Yes 8   27  2
19780697    1978    <HS Female  Yes 4   75  6
19780698    1978    HS  Female  Yes 8   69  6
19780699    1978    HS  Female  Yes 5   80  6
19780700    1978    HS  Female  Yes 6   31  3
19780701    1978    <HS Male    Yes 5   65  6
19780702    1978    <HS Female  Yes 5   32  3
19780703    1978    <HS Female  Yes 3   41  4
19780704    1978    <HS Female  Yes 5   29  2
19780705    1978    <HS Female  Yes 6   79  6
19780706    1978    HS  Male    Yes 5   33  3
19780707    1978    <HS Male    Yes 4   63  6
19780708    1978    <HS Female  Yes 6   47  4
19780709    1978    HS  Male    Yes 6   57  5
19780710    1978    HS  Male    Yes 5   35  3
19780711    1978    <HS Female  Yes 5   38  3
19780712    1978    <HS Female  Yes 5   60  6
19780713    1978    <HS Female  Yes 5   71  6
19780714    1978    HS  Female  Yes 6   32  3
19780715    1978    <HS Female  Yes 7   81  6
19780716    1978    HS  Male    Yes 6   47  4
19780717    1978    HS  Female  Yes 7   59  5
19780718    1978    HS  Male    Yes 4   23  2
19780719    1978    HS  Male    Yes 4   29  2
19780720    1978    <HS Male    Yes 4   24  2
19780721    1978    Bach    Female  Yes 7   29  2
19780722    1978    HS  Female  Yes 6   51  5
19780723    1978    HS  Male    Yes 6   28  2
19780725    1978    HS  Female  Yes 5   50  5
19780726    1978    HS  Male    Yes 6   40  4
19780727    1978    <HS Female  Yes 8   38  3
19780728    1978    <HS Male    Yes 5   24  2
19780729    1978    <HS Female  Yes 4   61  6
19780730    1978    <HS Female  Yes 4   24  2
19780731    1978    <HS Female  Yes 5   23  2
19780732    1978    <HS Female  Yes 4   79  6
19780733    1978    <HS Male    Yes 3   42  4
19780734    1978    <HS Male    Yes 1   58  5
19780735    1978    <HS Male    Yes 2   49  4
19780736    1978    <HS Female  Yes 2   76  6
19780737    1978    <HS Female  Yes 3   21  2
19780738    1978    <HS Male    Yes 4   39  3
19780739    1978    HS  Female  Yes 4   34  3
19780740    1978    HS  Female  Yes 5   36  3
19780741    1978    <HS Female  Yes 4   64  6
19780742    1978    HS  Male    Yes 5   53  5
19780743    1978    <HS Female  Yes 5   18  2
19780744    1978    HS  Male    Yes 2   35  3
19780745    1978    <HS Male    Yes 1   62  6
19780746    1978    <HS Female  Yes 2   83  6
19780747    1978    HS  Female  Yes 5   21  2
19780748    1978    HS  Male    Yes 4   42  4
19780749    1978    <HS Female  Yes 4   58  5
19780750    1978    HS  Male    Yes 7   32  3
19780751    1978    <HS Male    Yes 5   69  6
19780752    1978    <HS Male    Yes 7   54  5
19780753    1978    HS  Female  Yes 10  55  5
19780754    1978    HS  Female  Yes 6   66  6
19780755    1978    HS  Male    No  2   26  2
19780756    1978    Grad    Female  Yes 8   34  3
19780757    1978    Grad    Female  No  6   24  2
19780758    1978    JC  Female  Yes 9   46  4
19780759    1978    HS  Male    No  2   48  4
19780760    1978    Bach    Female  Yes 8   28  2
19780761    1978    HS  Male    Yes 9   58  5
19780762    1978    HS  Male    Yes 9   66  6
19780763    1978    Bach    Female  Yes 10  47  4
19780764    1978    HS  Female  Yes 10  42  4
19780765    1978    HS  Male    Yes 10  47  4
19780766    1978    Bach    Female  No  9   51  5
19780767    1978    Bach    Male    Yes 9   57  5
19780768    1978    HS  Female  Yes 10  59  5
19780769    1978    Grad    Male    No  10  36  3
19780770    1978    Bach    Female  Yes 10  52  5
19780771    1978    Grad    Female  Yes 10  32  3
19780772    1978    HS  Male    Yes 4   77  6
19780773    1978    Bach    Male    No  10  45  4
19780774    1978    <HS Female  No  5   68  6
19780775    1978    HS  Female  Yes 8   60  6
19780776    1978    <HS Female  Yes 6   64  6
19780777    1978    <HS Female  Yes 5   66  6
19780778    1978    HS  Female  Yes 7   39  3
19780779    1978    HS  Male    Yes 8   64  6
19780780    1978    Grad    Male    Yes 10  53  5
19780781    1978    HS  Male    Yes 5   59  5
19780782    1978    HS  Female  No  10  42  4
19780783    1978    HS  Female  Yes 6   77  6
19780785    1978    <HS Female  Yes 10  80  6
19780786    1978    HS  Male    Yes 6   36  3
19780787    1978    HS  Female  Yes 7   35  3
19780788    1978    <HS Female  Yes 7   38  3
19780789    1978    Bach    Male    Yes 7   34  3
19780790    1978    <HS Female  Yes 9   59  5
19780791    1978    HS  Female  Yes 8   29  2
19780792    1978    HS  Female  Yes 9   30  3
19780793    1978    HS  Female  Yes 7   20  2
19780794    1978    HS  Male    Yes 9   39  3
19780795    1978    HS  Male    Yes 3   53  5
19780796    1978    JC  Female  Yes 6   49  4
19780797    1978    HS  Male    Yes 9   23  2
19780798    1978    <HS Female  Yes 5   65  6
19780800    1978    <HS Male    Yes 5   58  5
19780801    1978    Bach    Female  No  7   88  6
19780802    1978    HS  Male    Yes 8   23  2
19780803    1978    <HS Male    Yes 5   48  4
19780804    1978    HS  Female  No  8   31  3
19780805    1978    HS  Female  Yes 5   22  2
19780806    1978    HS  Male    Yes 7   39  3
19780807    1978    HS  Male    Yes 6   23  2
19780808    1978    HS  Male    Yes 5   49  4
19780809    1978    HS  Female  Yes 7   41  4
19780810    1978    HS  Female  Yes 8   25  2
19780811    1978    HS  Male    Yes 5   20  2
19780812    1978    <HS Male    Yes 3   72  6
19780813    1978    <HS Female  Yes 2   21  2
19780814    1978    HS  Female  Yes 7   29  2
19780815    1978    HS  Female  Yes 4   33  3
19780816    1978    <HS Female  Yes 6   66  6
19780817    1978    HS  Female  Yes 6   45  4
19780818    1978    HS  Female  Yes 6   46  4
19780819    1978    HS  Male    Yes 7   36  3
19780820    1978    HS  Male    Yes 6   64  6
19780821    1978    HS  Female  Yes 6   30  3
19780822    1978    HS  Female  Yes 6   77  6
19780824    1978    HS  Female  Yes 8   56  5
19780825    1978    <HS Male    Yes 5   78  6
19780826    1978    Bach    Female  Yes 8   79  6
19780827    1978    HS  Male    Yes 7   26  2
19780829    1978    JC  Female  Yes 7   36  3
19780830    1978    HS  Female  Yes 10  53  5
19780831    1978    <HS Female  Yes 5   39  3
19780832    1978    HS  Female  Yes 6   44  4
19780833    1978    Bach    Male    Yes 9   26  2
19780834    1978    <HS Male    Yes 2   72  6
19780835    1978    <HS Female  No  1   32  3
19780836    1978    Bach    Male    Yes 7   51  5
19780837    1978    HS  Female  Yes 7   44  4
19780838    1978    HS  Male    Yes 8   39  3
19780839    1978    <HS Male    Yes 5   48  4
19780840    1978    <HS Female  Yes 4   30  3
19780841    1978    HS  Female  Yes 5   22  2
19780842    1978    <HS Male    Yes 3   50  5
19780843    1978    HS  Female  Yes 5   35  3
19780844    1978    <HS Female  Yes 4   78  6
19780845    1978    JC  Female  Yes 4   21  2
19780846    1978    <HS Male    Yes 4   35  3
19780847    1978    HS  Female  Yes 6   34  3
19780848    1978    HS  Female  Yes 6   34  3
19780849    1978    Bach    Female  Yes 9   34  3
19780850    1978    HS  Female  Yes 8   31  3
19780851    1978    HS  Male    Yes 7   27  2
19780852    1978    <HS Female  Yes 7   61  6
19780853    1978    Bach    Female  Yes 9   58  5
19780854    1978    <HS Male    No  4   37  3
19780855    1978    <HS Female  Yes 5   50  5
19780856    1978    JC  Male    Yes 4   29  2
19780857    1978    HS  Female  Yes 6   58  5
19780858    1978    Grad    Male    Yes 6   26  2
19780859    1978    <HS Male    Yes 7   61  6
19780860    1978    HS  Female  Yes 8   69  6
19780861    1978    Bach    Female  No  7   26  2
19780862    1978    <HS Female  Yes 7   62  6
19780863    1978    HS  Female  No  6   47  4
19780864    1978    HS  Male    No  3   25  2
19780865    1978    HS  Female  Yes 7   64  6
19780866    1978    HS  Female  Yes 6   78  6
19780867    1978    HS  Female  Yes 7   27  2
19780868    1978    <HS Male    Yes 5   71  6
19780869    1978    HS  Female  Yes 7   39  3
19780870    1978    HS  Male    Yes 4   39  3
19780871    1978    <HS Male    Yes 5   58  5
19780872    1978    HS  Male    Yes 3   29  2
19780873    1978    HS  Female  Yes 5   30  3
19780874    1978    HS  Male    Yes 6   26  2
19780875    1978    HS  Female  Yes 6   37  3
19780876    1978    HS  Female  Yes 3   70  6
19780877    1978    <HS Male    Yes 8   67  6
19780878    1978    Bach    Male    Yes 9   57  5
19780879    1978    <HS Female  Yes 3   67  6
19780880    1978    HS  Female  Yes 6   57  5
19780881    1978    HS  Female  Yes 6   28  2
19780882    1978    HS  Female  No  3   20  2
19780883    1978    HS  Male    Yes 3   57  5
19780884    1978    HS  Female  Yes 4   20  2
19780885    1978    <HS Male    Yes 4   19  2
19780886    1978    Bach    Male    Yes 10  32  3
19780887    1978    <HS Female  Yes 7   39  3
19780888    1978    <HS Female  Yes 4   40  4
19780889    1978    Bach    Male    Yes 7   26  2
19780890    1978    Bach    Male    Yes 4   24  2
19780891    1978    Bach    Female  Yes 8   23  2
19780892    1978    Bach    Male    Yes 9   52  5
19780893    1978    HS  Male    Yes 9   39  3
19780894    1978    HS  Male    Yes 7   62  6
19780895    1978    Bach    Female  Yes 8   37  3
19780896    1978    HS  Female  Yes 8   51  5
19780897    1978    HS  Female  Yes 7   29  2
19780898    1978    HS  Male    No  6   36  3
19780899    1978    HS  Female  Yes 10  42  4
19780900    1978    <HS Female  Yes 4   28  2
19780901    1978    HS  Male    Yes 6   40  4
19780902    1978    HS  Female  Yes 5   37  3
19780903    1978    HS  Female  Yes 6   27  2
19780904    1978    Bach    Female  No  9   34  3
19780905    1978    HS  Male    Yes 4   33  3
19780906    1978    HS  Female  No  6   31  3
19780907    1978    HS  Female  Yes 5   34  3
19780908    1978    HS  Female  Yes 9   40  4
19780909    1978    <HS Female  Yes 6   53  5
19780910    1978    Bach    Female  Yes 5   40  4
19780911    1978    <HS Female  No  2   19  2
19780912    1978    HS  Male    Yes 6   32  3
19780913    1978    <HS Female  No  5   68  6
19780914    1978    HS  Female  Yes 10  49  4
19780915    1978    HS  Female  Yes 10  37  3
19780916    1978    HS  Female  Yes 8   20  2
19780917    1978    <HS Female  Yes 9   66  6
19780918    1978    HS  Female  Yes 10  19  2
19780919    1978    <HS Female  Yes 5   57  5
19780920    1978    HS  Female  Yes 5   28  2
19780921    1978    HS  Female  Yes 9   30  3
19780922    1978    HS  Male    Yes 8   32  3
19780923    1978    Bach    Female  Yes 6   26  2
19780924    1978    HS  Male    Yes 5   32  3
19780925    1978    Bach    Female  Yes 6   28  2
19780926    1978    HS  Male    Yes 6   27  2
19780927    1978    HS  Male    Yes 6   29  2
19780928    1978    Grad    Male    No  4   31  3
19780929    1978    <HS Male    Yes 4   60  6
19780930    1978    Bach    Male    Yes 7   24  2
19780931    1978    HS  Female  Yes 9   58  5
19780932    1978    Grad    Male    Yes 10  48  4
19780933    1978    HS  Male    Yes 5   27  2
19780934    1978    HS  Male    Yes 6   28  2
19780935    1978    HS  Female  Yes 4   21  2
19780936    1978    <HS Male    Yes 3   26  2
19780937    1978    <HS Male    Yes 4   80  6
19780938    1978    <HS Male    Yes 4   19  2
19780939    1978    HS  Female  Yes 3   40  4
19780940    1978    Bach    Female  Yes 7   38  3
19780941    1978    HS  Male    Yes 8   63  6
19780942    1978    HS  Male    Yes 7   46  4
19780943    1978    <HS Female  Yes 7   23  2
19780944    1978    HS  Female  Yes 7   23  2
19780945    1978    HS  Female  Yes 4   28  2
19780946    1978    <HS Female  Yes 6   77  6
19780947    1978    <HS Female  Yes 2   25  2
19780948    1978    <HS Female  Yes 7   27  2
19780949    1978    <HS Female  Yes 6   41  4
19780950    1978    Bach    Female  Yes 8   78  6
19780951    1978    HS  Female  Yes 10  81  6
19780952    1978    HS  Female  Yes 8   52  5
19780953    1978    HS  Female  Yes 5   76  6
19780954    1978    Bach    Female  Yes 7   70  6
19780955    1978    Bach    Female  Yes 9   75  6
19780956    1978    HS  Male    Yes 6   30  3
19780957    1978    HS  Male    Yes 2   31  3
19780959    1978    HS  Male    Yes 8   41  4
19780960    1978    HS  Female  Yes 6   40  4
19780961    1978    <HS Female  Yes 9   65  6
19780962    1978    HS  Female  Yes 6   36  3
19780963    1978    <HS Male    Yes 4   45  4
19780964    1978    HS  Female  Yes 6   26  2
19780965    1978    HS  Female  Yes 6   39  3
19780966    1978    <HS Male    Yes 6   77  6
19780967    1978    <HS Female  Yes 4   19  2
19780968    1978    HS  Female  Yes 7   28  2
19780969    1978    HS  Male    Yes 6   42  4
19780970    1978    <HS Female  Yes 9   38  3
19780971    1978    HS  Male    Yes 6   26  2
19780972    1978    HS  Female  Yes 7   23  2
19780973    1978    HS  Male    Yes 4   29  2
19780974    1978    <HS Female  Yes 6   18  2
19780975    1978    HS  Female  Yes 5   59  5
19780976    1978    Bach    Female  Yes 7   35  3
19780977    1978    Bach    Female  Yes 10  32  3
19780978    1978    HS  Female  Yes 8   37  3
19780979    1978    <HS Female  Yes 6   84  6
19780980    1978    Bach    Male    Yes 10  43  4
19780981    1978    HS  Female  Yes 9   63  6
19780982    1978    Bach    Female  Yes 9   34  3
19780984    1978    Bach    Male    Yes 7   44  4
19780985    1978    Grad    Male    Yes 7   52  5
19780986    1978    Bach    Male    Yes 10  60  6
19780987    1978    HS  Female  Yes 8   65  6
19780988    1978    <HS Male    Yes 2   30  3
19780989    1978    HS  Male    Yes 4   22  2
19780990    1978    HS  Male    Yes 8   65  6
19780991    1978    HS  Female  Yes 7   56  5
19780992    1978    Grad    Female  Yes 7   30  3
19780993    1978    Grad    Male    Yes 8   28  2
19780994    1978    HS  Female  Yes 4   21  2
19780995    1978    Bach    Male    Yes 9   38  3
19780996    1978    HS  Female  Yes 5   57  5
19780997    1978    HS  Female  Yes 7   37  3
19780998    1978    Grad    Male    Yes 7   60  6
19780999    1978    HS  Female  Yes 5   56  5
19781000    1978    HS  Female  Yes 7   32  3
19781001    1978    JC  Male    Yes 4   28  2
19781002    1978    HS  Male    Yes 6   38  3
19781003    1978    HS  Male    Yes 5   28  2
19781004    1978    Bach    Female  Yes 7   33  3
19781005    1978    Grad    Female  Yes 9   42  4
19781006    1978    HS  Female  Yes 7   31  3
19781007    1978    HS  Male    Yes 6   50  5
19781009    1978    HS  Male    Yes 5   32  3
19781010    1978    HS  Male    Yes 4   32  3
19781011    1978    HS  Male    Yes 6   40  4
19781012    1978    Bach    Male    Yes 10  29  2
19781013    1978    HS  Female  Yes 10  32  3
19781014    1978    Bach    Female  Yes 10  56  5
19781015    1978    Grad    Female  Yes 10  34  3
19781016    1978    HS  Female  Yes 6   33  3
19781017    1978    HS  Female  Yes 7   74  6
19781018    1978    HS  Female  Yes 5   20  2
19781020    1978    HS  Female  Yes 5   36  3
19781022    1978    HS  Male    Yes 9   33  3
19781023    1978    Bach    Male    Yes 9   58  5
19781024    1978    <HS Male    Yes 6   59  5
19781025    1978    <HS Female  Yes 2   25  2
19781026    1978    HS  Male    Yes 7   31  3
19781027    1978    HS  Female  Yes 6   57  5
19781028    1978    JC  Female  Yes 4   28  2
19781029    1978    JC  Female  Yes 8   26  2
19781030    1978    Grad    Female  Yes 7   33  3
19781032    1978    <HS Female  Yes 2   76  6
19781033    1978    <HS Female  Yes 1   51  5
19781034    1978    Bach    Male    Yes 6   30  3
19781035    1978    HS  Female  Yes 3   25  2
19781036    1978    HS  Male    Yes 7   30  3
19781037    1978    <HS Female  Yes 3   26  2
19781038    1978    <HS Female  Yes 6   75  6
19781039    1978    HS  Female  Yes 5   28  2
19781040    1978    Bach    Male    Yes 7   27  2
19781041    1978    HS  Male    Yes 9   32  3
19781042    1978    HS  Female  Yes 4   22  2
19781043    1978    HS  Female  Yes 5   54  5
19781044    1978    JC  Female  No  4   38  3
19781045    1978    <HS Female  Yes 6   27  2
19781046    1978    HS  Female  Yes 6   26  2
19781047    1978    HS  Female  Yes 6   34  3
19781048    1978    HS  Female  No  7   39  3
19781049    1978    HS  Female  Yes 6   24  2
19781050    1978    HS  Female  Yes 8   37  3
19781051    1978    HS  Female  Yes 8   31  3
19781053    1978    HS  Female  Yes 5   27  2
19781054    1978    HS  Male    Yes 5   40  4
19781055    1978    HS  Female  Yes 6   33  3
19781056    1978    <HS Female  No  0   34  3
19781057    1978    HS  Male    Yes 5   39  3
19781058    1978    HS  Female  Yes 6   36  3
19781059    1978    HS  Female  Yes 5   27  2
19781060    1978    HS  Female  Yes 7   31  3
19781061    1978    HS  Male    Yes 7   29  2
19781062    1978    <HS Male    Yes 5   53  5
19781063    1978    Bach    Male    No  2   40  4
19781064    1978    <HS Female  Yes 3   61  6
19781065    1978    <HS Male    Yes 1   62  6
19781066    1978    <HS Male    Yes 4   22  2
19781067    1978    <HS Female  Yes 3   26  2
19781069    1978    HS  Male    Yes 5   29  2
19781070    1978    HS  Male    Yes 6   35  3
19781071    1978    Bach    Female  Yes 5   25  2
19781072    1978    <HS Female  Yes 6   38  3
19781073    1978    <HS Male    Yes 6   52  5
19781074    1978    HS  Male    Yes 6   22  2
19781075    1978    Bach    Male    Yes 10  26  2
19781076    1978    HS  Female  Yes 6   19  2
19781077    1978    Bach    Female  Yes 9   31  3
19781078    1978    HS  Female  Yes 8   28  2
19781079    1978    <HS Female  Yes 4   33  3
19781080    1978    HS  Male    Yes 8   60  6
19781081    1978    HS  Female  Yes 7   56  5
19781082    1978    Grad    Male    Yes 10  52  5
19781083    1978    HS  Male    Yes 5   57  5
19781084    1978    <HS Female  No  1   73  6
19781085    1978    HS  Female  Yes 6   54  5
19781086    1978    Bach    Male    Yes 5   29  2
19781087    1978    HS  Male    Yes 5   23  2
19781088    1978    HS  Female  Yes 3   24  2
19781089    1978    <HS Male    Yes 9   68  6
19781090    1978    <HS Male    Yes 6   49  4
19781091    1978    HS  Male    Yes 3   22  2
19781092    1978    Bach    Male    Yes 5   30  3
19781093    1978    <HS Male    Yes 5   54  5
19781094    1978    <HS Female  Yes 3   34  3
19781096    1978    <HS Female  Yes 4   46  4
19781097    1978    HS  Female  Yes 4   64  6
19781098    1978    <HS Female  Yes 3   38  3
19781099    1978    HS  Male    Yes 4   42  4
19781100    1978    <HS Female  Yes 7   26  2
19781101    1978    <HS Female  Yes 4   32  3
19781102    1978    <HS Female  Yes 6   31  3
19781103    1978    HS  Male    Yes 8   59  5
19781104    1978    HS  Female  Yes 6   43  4
19781105    1978    <HS Female  Yes 4   52  5
19781106    1978    <HS Female  Yes 3   29  2
19781107    1978    HS  Female  Yes 8   31  3
19781108    1978    HS  Male    Yes 4   29  2
19781109    1978    <HS Female  Yes 5   39  3
19781110    1978    HS  Female  Yes 3   62  6
19781111    1978    HS  Female  No  8   65  6
19781112    1978    Grad    Male    Yes 8   64  6
19781114    1978    <HS Female  Yes 4   53  5
19781115    1978    HS  Male    Yes 5   29  2
19781116    1978    <HS Female  Yes 4   33  3
19781117    1978    HS  Female  Yes 3   20  2
19781118    1978    HS  Male    Yes 8   65  6
19781120    1978    <HS Female  Yes 0   22  2
19781121    1978    HS  Female  Yes 4   32  3
19781122    1978    HS  Female  Yes 9   29  2
19781123    1978    <HS Female  Yes 3   57  5
19781124    1978    Bach    Male    Yes 9   34  3
19781125    1978    HS  Female  Yes 7   32  3
19781126    1978    HS  Female  Yes 7   23  2
19781127    1978    Bach    Male    Yes 9   28  2
19781128    1978    HS  Female  Yes 7   57  5
19781129    1978    HS  Female  Yes 6   23  2
19781130    1978    HS  Female  Yes 7   31  3
19781131    1978    HS  Female  Yes 5   43  4
19781132    1978    HS  Male    Yes 6   21  2
19781133    1978    <HS Female  Yes 4   49  4
19781134    1978    <HS Male    Yes 4   57  5
19781135    1978    <HS Female  Yes 3   24  2
19781136    1978    Bach    Male    Yes 5   31  3
19781137    1978    HS  Female  Yes 4   22  2
19781138    1978    Bach    Male    Yes 6   24  2
19781139    1978    HS  Male    Yes 8   23  2
19781140    1978    HS  Male    No  4   31  3
19781141    1978    HS  Female  Yes 3   56  5
19781142    1978    HS  Female  Yes 6   27  2
19781143    1978    <HS Female  Yes 5   65  6
19781144    1978    HS  Female  Yes 6   53  5
19781145    1978    Bach    Female  Yes 4   60  6
19781146    1978    Grad    Female  Yes 10  32  3
19781147    1978    Bach    Female  Yes 7   25  2
19781148    1978    <HS Female  Yes 5   41  4
19781149    1978    HS  Female  Yes 4   39  3
19781150    1978    HS  Female  Yes 8   31  3
19781151    1978    HS  Female  Yes 7   58  5
19781152    1978    <HS Female  Yes 4   74  6
19781153    1978    <HS Male    Yes 1   85  6
19781154    1978    Grad    Male    Yes 9   27  2
19781155    1978    Bach    Female  Yes 7   24  2
19781156    1978    <HS Female  Yes 3   74  6
19781157    1978    HS  Female  Yes 5   21  2
19781158    1978    <HS Male    Yes 5   66  6
19781159    1978    <HS Female  Yes 5   26  2
19781160    1978    <HS Male    Yes 2   48  4
19781161    1978    HS  Male    Yes 7   24  2
19781162    1978    <HS Female  Yes 6   31  3
19781163    1978    Grad    Female  Yes 6   25  2
19781164    1978    <HS Female  Yes 3   20  2
19781165    1978    <HS Male    Yes 2   48  4
19781166    1978    HS  Female  Yes 7   61  6
19781167    1978    <HS Male    No  3   72  6
19781168    1978    <HS Female  Yes 5   66  6
19781169    1978    HS  Female  Yes 6   20  2
19781170    1978    <HS Female  Yes 7   89  6
19781171    1978    HS  Female  Yes 5   75  6
19781172    1978    <HS Female  Yes 6   47  4
19781173    1978    HS  Male    Yes 6   37  3
19781174    1978    Bach    Male    Yes 10  26  2
19781175    1978    HS  Female  Yes 5   31  3
19781176    1978    Bach    Male    Yes 6   50  5
19781177    1978    <HS Female  Yes 9   21  2
19781178    1978    HS  Male    Yes 6   21  2
19781180    1978    JC  Male    Yes 9   26  2
19781181    1978    Bach    Female  Yes 7   23  2
19781182    1978    Bach    Male    No  7   24  2
19781184    1978    HS  Female  Yes 10  70  6
19781185    1978    HS  Female  Yes 10  53  5
19781187    1978    HS  Male    Yes 3   27  2
19781188    1978    <HS Male    Yes 3   22  2
19781189    1978    <HS Female  Yes 1   20  2
19781190    1978    HS  Female  Yes 4   35  3
19781191    1978    Grad    Male    Yes 7   40  4
19781192    1978    <HS Female  Yes 4   19  2
19781193    1978    <HS Female  Yes 9   18  2
19781194    1978    <HS Male    Yes 7   79  6
19781195    1978    HS  Male    Yes 10  32  3
19781196    1978    HS  Female  Yes 5   63  6
19781197    1978    Grad    Female  Yes 9   43  4
19781198    1978    HS  Female  Yes 8   27  2
19781199    1978    HS  Female  Yes 6   30  3
19781200    1978    HS  Male    Yes 6   21  2
19781201    1978    HS  Female  Yes 6   27  2
19781202    1978    <HS Female  Yes 6   76  6
19781203    1978    <HS Female  Yes 4   68  6
19781204    1978    <HS Male    Yes 3   26  2
19781205    1978    JC  Male    No  5   31  3
19781206    1978    Bach    Female  Yes 10  34  3
19781207    1978    Bach    Female  Yes 9   22  2
19781208    1978    HS  Female  Yes 6   76  6
19781209    1978    Bach    Female  No  10  47  4
19781210    1978    HS  Female  Yes 8   53  5
19781211    1978    Grad    Male    Yes 9   70  6
19781212    1978    Grad    Male    No  10  36  3
19781213    1978    Bach    Male    Yes 8   78  6
19781214    1978    HS  Male    Yes 4   43  4
19781215    1978    Bach    Male    No  2   30  3
19781216    1978    HS  Male    No  5   73  6
19781217    1978    HS  Female  No  1   44  4
19781218    1978    HS  Female  Yes 5   57  5
19781219    1978    JC  Female  Yes 6   25  2
19781220    1978    HS  Male    Yes 7   39  3
19781221    1978    HS  Female  Yes 10  49  4
19781222    1978    HS  Female  Yes 6   28  2
19781223    1978    HS  Female  Yes 7   42  4
19781224    1978    JC  Male    Yes 7   38  3
19781225    1978    Bach    Male    Yes 7   27  2
19781226    1978    Grad    Male    Yes 10  35  3
19781227    1978    Grad    Female  Yes 10  33  3
